Primary Vertex hash,Summarized Vertex hash
-1901105489,329526372
-1901105489,-122784464
1074257921,-281711355
1074257921,-667136308
1074257921,602241124
1074257921,-1381866300
1074257921,-1221569624
1074257921,1544577544
-122410830,-922793297
-122410830,-1171195397
315302599,1871643663
315302599,-420107405
315302599,588905682
315302599,1783616339
37917260,1819018317
37917260,621579661
37917260,50155880
37917260,1324590437
37917260,420974335
37917260,247767967
358399314,-1645717476
358399314,-725515818
1203976144,576727381
1203976144,687422341
-1200766850,-1328537606
-1200766850,439151123
1528414986,-530501806
1528414986,-1752984839
1868113741,1390820146
1868113741,-83385917
1868113741,-1688458006
1868113741,-2067803131
1868113741,1474543247
1868113741,789090183
2111276482,-586459885
2111276482,179924278
1037047241,-128822667
1037047241,358064526
1037047241,-174843430
1037047241,-1320765463
729330533,-883095171
729330533,1717092538
729330533,1577423846
729330533,-1597301810
729330533,1280777146
729330533,696507634
729330533,-893908631
729330533,1743306940
729330533,1254504115
729330533,-1343766177
729330533,1258278790
729330533,1917362836
729330533,485488369
729330533,-1520235491
-1627207908,-1478659161
-1627207908,225849355
635940344,-1320992847
635940344,-592332696
-1797315329,-1433340013
-1797315329,1831867782
-1797323523,-322032337
-1797323523,-232005873
-1797323523,806269067
-1797323523,188022738
-1797323523,-739883250
-1797323523,1961362113
-1797323523,670060537
-1797323523,-89158908
-1797323523,1519245536
-1797323523,1914602928
-1797323523,-1790238076
-1797323523,2000652815
-1797323523,1040459701
-1797323523,624044672
-1797323523,1489555067
-1797323523,1188136965
-1797323523,604595580
-1797323523,-713139802
-1797323523,1837145688
-1797323523,703274640
-1797323523,-983561956
-1797323523,785413326
-1294511373,1639277677
-1294511373,-398454915
-1909725694,-1691691297
-1909725694,946942022
-1199300439,1648837109
-1199300439,1294974896
-1168055729,-632645553
-1168055729,787382801
48,1409418850
48,-416874697
48,-856805396
48,1446619981
48,2089438111
48,-171506194
48,1416169827
48,360734075
48,1287602868
48,1849422752
48,-1948723867
48,1543273458
225381726,-139844760
225381726,-186394474
225381726,303421037
225381726,60738694
225381726,-413985089
225381726,-996768679
1703861693,-1037748220
1703861693,-1342819445
-1837614516,-962673425
-1837614516,2043614380
-1837614516,-705951369
-1837614516,1338240879
1955835047,-288711539
1955835047,1358751963
420649255,565792440
420649255,1117167666
-25571762,-173393764
-25571762,-1655029389
1630916876,1448790617
1630916876,-949452319
1215479880,1910121291
1215479880,-790527590
820056284,-1442654873
820056284,-1754277070
669669335,-488752883
669669335,-1861495154
1236771208,1342745642
1236771208,466409903
1995693744,799865468
1995693744,1104949647
-292624694,1379626601
-292624694,-453659923
1049790172,1552045879
1049790172,-2072565585
1816245263,994198291
1816245263,28388867
-1709784506,1140175937
-1709784506,1557215950
-2119745037,-1685292900
-2119745037,637024872
-2119745037,-308748693
-2119745037,-1548980935
-2119745037,111775502
-2119745037,-529346946
-2119745037,-1066539264
-2119745037,1885588444
2140895181,7437957
2140895181,305909523
2140895181,207681784
2140895181,-2121596158
1193013069,355743379
1193013069,1361495566
-1208150102,-1230860221
-1208150102,1970646999
-1208150102,-1522485788
-1208150102,-1145687489
-1208150102,1433491640
-1208150102,1360345115
-1208150102,-306185777
-1208150102,1325174120
-1208150102,-1483718267
-1208150102,-1305992546
-1208150102,973849756
-1208150102,-243416342
-1208150102,1617117593
-1208150102,-1717719805
707400266,1421890181
707400266,-1920467312
1113449020,-247697431
1113449020,1610084094
1113449020,-243554842
1113449020,647537543
792819492,-1462643625
792819492,1408738185
201552996,-1763882278
201552996,1118110456
-2056100587,1857540384
-2056100587,1037962405
1899217241,963958132
1899217241,-421295469
1899217241,-1493109612
1899217241,-292585963
-1089638554,-1587257856
-1089638554,800198010
112096965,-1914222110
112096965,-1284508749
-1103643045,-1362816176
-1103643045,1517688479
909246021,-1806653109
909246021,1706896854
-791025490,-113495809
-791025490,382745144
-791025490,-260375149
-791025490,616259168
-947501058,846308819
-947501058,2135162167
-1269793746,-36629882
-1269793746,-1483961696
1065438977,-280306936
1065438977,1661295649
1065438977,-982687255
1065438977,-628381650
1065438977,448160915
1065438977,-783825823
1065438977,-1610230846
1065438977,-466761756
1065438977,-2125184289
1065438977,-1204072656
1065438977,-227237928
1065438977,-998531562
1065438977,544379270
1065438977,-550524389
1065438977,1722263315
1065438977,1229597842
1065438977,1094184206
1065438977,-1764634133
343690492,660973868
343690492,-62478757
-1074262146,-980459749
-1074262146,282801552
842742449,1449649319
842742449,-197593730
842742449,-729121342
842742449,-1562243156
842742449,1080715877
842742449,1504171126
842742449,-311885830
842742449,955272483
842742449,-1830876085
842742449,-56343054
842742449,-2069637196
842742449,-1966785315
842742449,-1822651200
842742449,-548832663
842742449,882326773
842742449,367908879
842742449,1630918806
842742449,-1818507151
842742449,-99944665
842742449,-1987199299
842742449,1391460317
842742449,-1213930793
842742449,-804734799
842742449,1142052654
842742449,1985544870
842742449,474962608
955529342,-396200873
955529342,335884883
-302105227,1436433883
-302105227,1867412935
-302105227,-1828835660
-302105227,1671959032
-302105227,1204962882
-302105227,1596430199
-302105227,-793484059
-302105227,503408144
-302105227,-922742895
-302105227,1058659787
-302105227,1168868286
-302105227,-1265214897
-302105227,2075464750
-302105227,403098009
-302105227,1629835457
-302105227,-1750383474
-302105227,11837982
-302105227,160306175
-302105227,1755742615
-302105227,-1852381852
-302105227,916274607
-302105227,163243971
-302105227,262390040
-302105227,357887663
-302105227,-647583781
-302105227,-1952934810
-809496754,1976496974
-809496754,564574871
-809496754,632354773
-809496754,220443382
-809496754,2077992733
-809496754,-1844616512
-809496754,-109593046
-809496754,126555622
1676299128,1706048087
1676299128,-612153916
1383377634,641605951
1383377634,-1348948308
1383377634,1869998738
1383377634,-898160659
-926025637,2080042043
-926025637,-1390721062
1857269288,1675344443
1857269288,973661065
1857269288,568023871
1857269288,314760038
1857269288,-800122201
1857269288,-450071936
1857269288,1317113868
1857269288,-691446810
1857269288,-1904473805
1857269288,1021023977
1857269288,-1160644606
1857269288,-553383619
1857269288,947605088
1857269288,1502898984
1857269288,-492239369
1857269288,1323953911
1754308623,1954851549
1754308623,-882155374
-784424543,-2135173939
-784424543,478389742
1696034230,-1587222428
1696034230,-1320788796
1696034230,-1973113369
1696034230,-1192982169
1696034230,471884067
1696034230,-1829066370
1696034230,1662235542
1696034230,-1506983900
1696034230,-1133657859
1696034230,-2143813851
1696034230,-1576865770
1696034230,-1153246252
1696034230,-1520717236
1696034230,537779217
1696034230,2124501249
1696034230,481452560
1696034230,-1981926280
1696034230,-380512906
1696034230,-832558008
1696034230,1038456780
1696034230,-575956224
1696034230,1738336688
1696034230,957697211
1696034230,-1495540108
1696034230,-1750271972
1696034230,-1518614967
1696034230,1585582384
1696034230,2049541914
1696034230,879920582
1696034230,-859125762
1696034230,1736387913
