http://www.aifb.uni-karlsruhe.de/publikationen/viewexternerautorowl/id579instance,['http://swrc.ontoware.org/ontology#person']
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id641instance,"['http://swrc.ontoware.org/ontology#misc', 'http://swrc.ontoware.org/ontology#publication']"
http://www.aifb.uni-karlsruhe.de/publikationen/viewexternerautorowl/id403instance,['http://swrc.ontoware.org/ontology#person']
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id559instance,"['http://swrc.ontoware.org/ontology#article', 'http://swrc.ontoware.org/ontology#publication']"
ub1bl203c18,['http://www.w3.org/2002/07/owl#restriction']
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id316instance,"['http://swrc.ontoware.org/ontology#publication', 'http://swrc.ontoware.org/ontology#technicalreport']"
http://www.aifb.uni-karlsruhe.de/publikationen/viewexternerautorowl/id174instance,['http://swrc.ontoware.org/ontology#person']
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id158instance,"['http://swrc.ontoware.org/ontology#inproceedings', 'http://swrc.ontoware.org/ontology#publication']"
http://www.aifb.uni-karlsruhe.de/forschungsgebiete/viewforschungsgebietowl/id125instance,['http://swrc.ontoware.org/ontology#researchtopic']
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id479instance,"['http://swrc.ontoware.org/ontology#inproceedings', 'http://swrc.ontoware.org/ontology#publication']"
http://www.aifb.uni-karlsruhe.de/publikationen/viewexternerautorowl/id641instance,['http://swrc.ontoware.org/ontology#person']
http://www.aifb.uni-karlsruhe.de/personen/viewpersonowl/id2104instance,['http://swrc.ontoware.org/ontology#person']
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id967instance,"['http://swrc.ontoware.org/ontology#incollection', 'http://swrc.ontoware.org/ontology#publication']"
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id1181instance,"['http://swrc.ontoware.org/ontology#article', 'http://swrc.ontoware.org/ontology#publication']"
http://www.aifb.uni-karlsruhe.de/forschungsgebiete/viewforschungsgebietowl/id131instance,['http://swrc.ontoware.org/ontology#researchtopic']
http://www.aifb.uni-karlsruhe.de/publikationen/viewexternerautorowl/id11instance,['http://swrc.ontoware.org/ontology#person']
http://www.aifb.uni-karlsruhe.de/personen/viewpersonowl/id1992instance,['http://swrc.ontoware.org/ontology#person']
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id495instance,"['http://swrc.ontoware.org/ontology#incollection', 'http://swrc.ontoware.org/ontology#publication']"
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id637instance,"['http://swrc.ontoware.org/ontology#inproceedings', 'http://swrc.ontoware.org/ontology#publication']"
http://www.aifb.uni-karlsruhe.de/publikationen/viewexternerautorowl/id617instance,['http://swrc.ontoware.org/ontology#person']
