Primary Vertex hash,Summarized Vertex hash
-1832293557,-97998420
-1832293557,1191590202
-1824340031,-1739800947
-1824340031,970766429
-1824340031,-1617343400
-1824340031,-460812791
-1824340031,-1534113012
-1824340031,1716926866
-1824340031,969584270
-1824340031,-163533180
-1824340031,608698433
-1824340031,169305436
-1824340031,735227231
-1824340031,458858711
-1824340031,-116424384
-1824340031,-1383470119
-1824340031,1943296832
-1824340031,1427662081
-1824340031,-1540927042
-1824340031,-82796342
-1824340031,-689996731
-1824340031,-489028858
-1824340031,-1299818599
-1824340031,-589034693
-1824340031,1300440092
-1824340031,-10037498
-1824340031,-1528174071
-1824340031,-1124692139
-1824340031,1312577240
-1824340031,-564713360
-1824340031,-506747101
-1824340031,1873951450
-1824340031,313778269
-1824340031,915610339
-1824340031,1680843805
-1824340031,-688963172
-1824340031,648509137
-1824340031,1997665638
-1824340031,201775102
-1824340031,-250001183
-1824340031,2122742591
-1824340031,-1708556912
-1824340031,1421814597
-1824340031,-453765169
-1824340031,1074051000
-1824340031,1635415046
-1824340031,-187145050
-1824340031,1016128239
823531925,1308509374
823531925,16060852
823531925,1733759894
823531925,1787825043
823531925,2097275141
823531925,1161600631
823531925,540097082
823531925,-1835828769
823531925,-1204068745
823531925,262327534
823531925,-438619498
823531925,329397548
823531925,-100425588
823531925,-1105259569
823531925,-587351698
823531925,-2033680869
823531925,1126495795
823531925,-1199681438
823531925,-753880307
823531925,520535000
823531925,1022752298
823531925,-2031655291
823531925,765979267
823531925,310885728
823531925,-1447117291
823531925,-49264386
823531925,-228789396
823531925,-1773508165
823531925,-904186327
823531925,1365864218
823531925,-880000641
823531925,1194069720
823531925,-1165798601
823531925,1337991735
823531925,-502751116
823531925,1745541045
1614230452,1972769959
1614230452,826967833
1614230452,1642002890
1614230452,765235673
1614230452,1861573279
1614230452,923620177
-1861645184,-1448338004
-1861645184,1647320880
-1861645184,-1578215441
-1861645184,1252444069
-1861645184,-805578754
-1861645184,487127822
-1861645184,-880693879
-1861645184,-1800414554
-1861645184,-1994509548
-1861645184,-1915019568
-1861645184,-1907293862
-1861645184,-651172317
-1861645184,1050468748
-1861645184,26536070
-1861645184,-1017391543
-1861645184,-411998621
-1861645184,1265417336
-1861645184,-1338036182
-1861645184,933076618
-1861645184,1481809995
-1861645184,1296840528
-1861645184,-1096076875
-1861645184,-1725721284
-1861645184,-875469069
-1861645184,-1362348822
-1861645184,157905486
-1861645184,1282483545
-1861645184,-1922590897
-1861645184,-334292166
-1861645184,-1044071697
-1861645184,-1107613993
-1861645184,-1035146653
-1861645184,171780877
-1861645184,1935243630
-1861645184,-1546788106
-1861645184,-1745089337
-1861645184,-879244117
-1861645184,1581359996
-1861645184,-1908258692
-1861645184,-1031115339
-1861645184,1572315125
-1861645184,-1413472638
-1861645184,1679262036
-1861645184,1311058
-1861645184,-1406483104
-1861645184,950945253
-1861645184,2097124020
-1861645184,-1620346330
-1861645184,1578918226
-1861645184,329282543
-1861645184,735230850
-1861645184,-1189430709
-1861645184,875665509
-1861645184,740943486
-1861645184,-1541641141
-1861645184,-803365558
-1861645184,402075310
-1861645184,942936686
-1861645184,331834781
-1861645184,1265238321
-1861645184,476495933
-1861645184,-2036265476
-1861645184,77948155
-1861645184,1516527163
-1861645184,-205771300
-1861645184,-129359832
-1861645184,1798718292
-1861645184,362366205
-1861645184,-1844500888
-1861645184,-162509767
-1861645184,-1947856757
-1861645184,-522705481
-1861645184,-123710510
-1861645184,-2117995342
-1861645184,-1791013557
-1861645184,-249670805
-1861645184,77014241
-1861645184,247754942
-1861645184,476955415
-1861645184,-592881195
-1861645184,622937180
-1861645184,-1332602861
-1861645184,-42566414
-1861645184,-1922840345
-1861645184,-457975498
-1861645184,459570412
-1861645184,-1975202356
-1861645184,-1487095595
-1861645184,1713489323
-1861645184,428342540
-1861645184,-1411633839
-1861645184,1461705105
-1861645184,-1356293703
-1861645184,-1671113481
-1861645184,1244848545
-1861645184,-1928321147
-1861645184,-857403277
-1861645184,-427817960
-1861645184,2016330932
-1861645184,-696702238
-1861645184,1967699667
-1861645184,99162997
-1861645184,-59448344
-1861645184,1908395297
-1861645184,-991587001
-1861645184,1771430966
-1861645184,-1510014884
-1861645184,731839549
-1861645184,-169370045
-1861645184,-1578380721
-1861645184,-616887138
-1861645184,-209091551
-1861645184,-1992547692
-1861645184,378583352
-1861645184,-1952726736
-1861645184,1975507985
-1861645184,949847858
-1861645184,1139349848
-1861645184,1555431943
-1861645184,-554041268
-1861645184,1602112967
-1861645184,-1202358804
-1861645184,845584860
-1861645184,-578500296
-1861645184,936459372
-1861645184,-1507546138
-1861645184,339239420
-1861645184,2070386593
-1861645184,-1862433739
-1861645184,1171166212
-1861645184,500278298
-1861645184,-1336874338
-1861645184,26380354
-1861645184,-611961514
-1861645184,-1418839617
-1861645184,-489889761
-1861645184,102485960
-1861645184,-183570472
-1861645184,-426431421
-1861645184,-783908198
-1861645184,1048833887
-1861645184,346087549
-1861645184,83340586
-1861645184,818690833
