Data Graph Vertex ID,hash
http://dl-learner.org/carcinogenesis#d140_38,-1499104711
http://dl-learner.org/carcinogenesis#d254_16,1492622552
http://dl-learner.org/carcinogenesis#bond6819,814419140
http://dl-learner.org/carcinogenesis#bond5018,-1211862591
http://dl-learner.org/carcinogenesis#bond3715,-938700753
http://dl-learner.org/carcinogenesis#methyl-1848,-242771537
http://dl-learner.org/carcinogenesis#six_ring-1015,-330760145
http://dl-learner.org/carcinogenesis#d203,1365862113
http://dl-learner.org/carcinogenesis#d131_1,2134329624
http://dl-learner.org/carcinogenesis#bond6680,-2067717333
http://dl-learner.org/carcinogenesis#d29a_11,1289116506
http://dl-learner.org/carcinogenesis#bond8479,-1439646990
http://dl-learner.org/carcinogenesis#di10-3265,296884037
"0.488"^^http://www.w3.org/2001/xmlschema#double,2087143547
http://dl-learner.org/carcinogenesis#d29a_15,329283563
http://dl-learner.org/carcinogenesis#bond8105,612840994
http://dl-learner.org/carcinogenesis#bond4312,-108391174
http://dl-learner.org/carcinogenesis#bond8039,1464384906
"0.101"^^http://www.w3.org/2001/xmlschema#double,919792526
http://dl-learner.org/carcinogenesis#non_ar_6c_ring-798,733710372
http://dl-learner.org/carcinogenesis#d200_2,513405698
http://dl-learner.org/carcinogenesis#bond4538,774818600
http://dl-learner.org/carcinogenesis#non_ar_6c_ring-879,-1404935530
http://dl-learner.org/carcinogenesis#bond1674,-1082182495
http://dl-learner.org/carcinogenesis#d221_34,1530023136
http://dl-learner.org/carcinogenesis#bond5441,-1118635466
http://dl-learner.org/carcinogenesis#bond2471,-1760486205
http://dl-learner.org/carcinogenesis#bond7201,-1090680335
http://dl-learner.org/carcinogenesis#bond5713,-1200693156
http://dl-learner.org/carcinogenesis#bond8789,290165357
http://dl-learner.org/carcinogenesis#bond8965,-1899746868
http://dl-learner.org/carcinogenesis#d58_10,1974548585
http://dl-learner.org/carcinogenesis#d203_7,1547383417
http://dl-learner.org/carcinogenesis#bond3313,-1264946813
http://dl-learner.org/carcinogenesis#bond8541,615551741
http://dl-learner.org/carcinogenesis#chromaberr,681840248
http://dl-learner.org/carcinogenesis#bond3825,1563697279
http://dl-learner.org/carcinogenesis#d85_1,363616263
http://dl-learner.org/carcinogenesis#bond4626,577635614
http://dl-learner.org/carcinogenesis#bond3805,1329874379
http://dl-learner.org/carcinogenesis#d21_1,863082687
http://dl-learner.org/carcinogenesis#d173_18,-398020209
http://dl-learner.org/carcinogenesis#sulfide-349,-1622213366
http://dl-learner.org/carcinogenesis#bond6905,964373414
http://dl-learner.org/carcinogenesis#d137_7,59088157
http://dl-learner.org/carcinogenesis#bond2149,-2136557010
http://dl-learner.org/carcinogenesis#d135_25,1115225631
http://dl-learner.org/carcinogenesis#d113_18,-2095129537
http://dl-learner.org/carcinogenesis#bond4617,-56540509
http://dl-learner.org/carcinogenesis#six_ring-355,1782556947
http://dl-learner.org/carcinogenesis#bond7111,618892810
http://dl-learner.org/carcinogenesis#bond3940,-818537730
http://dl-learner.org/carcinogenesis#d164_41,23890957
http://dl-learner.org/carcinogenesis#d38,826967833
http://dl-learner.org/carcinogenesis#d17_11,1847399834
http://dl-learner.org/carcinogenesis#non_ar_6c_ring-1926,-1517645467
http://dl-learner.org/carcinogenesis#bond2547,-1689099228
http://dl-learner.org/carcinogenesis#bond5870,-1596067526
http://dl-learner.org/carcinogenesis#d272_1,-1045375560
http://dl-learner.org/carcinogenesis#bond1698,510627296
http://dl-learner.org/carcinogenesis#d150_2,1195812111
http://dl-learner.org/carcinogenesis#d270_43,-842029255
http://dl-learner.org/carcinogenesis#d22_2,-2074673672
http://dl-learner.org/carcinogenesis#bond7890,474510951
http://dl-learner.org/carcinogenesis#bond7946,621635263
http://dl-learner.org/carcinogenesis#bond5977,1200854625
http://dl-learner.org/carcinogenesis#d17_4,741223822
http://dl-learner.org/carcinogenesis#bond6006,-2107653082
http://dl-learner.org/carcinogenesis#d186a_59,-793504025
http://dl-learner.org/carcinogenesis#d23_2_11,652298294
http://dl-learner.org/carcinogenesis#bond7467,-582034573
http://dl-learner.org/carcinogenesis#bond5159,-400214343
http://dl-learner.org/carcinogenesis#d186a_33,-1632580572
http://dl-learner.org/carcinogenesis#d329_75,-986670039
http://dl-learner.org/carcinogenesis#d109_15,707774236
http://dl-learner.org/carcinogenesis#d192_19,1978367036
http://dl-learner.org/carcinogenesis#d288_17,1176491013
http://dl-learner.org/carcinogenesis#d329_55,-593424891
http://dl-learner.org/carcinogenesis#d231_28,981627465
http://dl-learner.org/carcinogenesis#d106_5,-589710484
http://dl-learner.org/carcinogenesis#d222_24,-621832119
http://dl-learner.org/carcinogenesis#non_ar_6c_ring-2668,-1023401706
http://dl-learner.org/carcinogenesis#bond8075,-915074912
http://dl-learner.org/carcinogenesis#d257_35,-826258102
http://dl-learner.org/carcinogenesis#bond4956,-1212625546
http://dl-learner.org/carcinogenesis#bond945,-1860399975
http://dl-learner.org/carcinogenesis#d207_32,-548002826
http://dl-learner.org/carcinogenesis#bond5289,-1520914540
http://dl-learner.org/carcinogenesis#d322_49,1056267534
http://dl-learner.org/carcinogenesis#d128_9,1584916123
http://dl-learner.org/carcinogenesis#bond3272,-2067182585
http://dl-learner.org/carcinogenesis#di10-3410,2041464476
http://dl-learner.org/carcinogenesis#d30,-1212604761
http://dl-learner.org/carcinogenesis#d111_18,-980068951
http://dl-learner.org/carcinogenesis#bond2385,1087940737
http://dl-learner.org/carcinogenesis#d107d_20,327313007
http://dl-learner.org/carcinogenesis#bond2172,-1252270400
http://dl-learner.org/carcinogenesis#alkyl_halide-1439,1466983833
http://dl-learner.org/carcinogenesis#d324_3,2065803459
http://dl-learner.org/carcinogenesis#d322_29,1027933158
http://dl-learner.org/carcinogenesis#d188a_11,-1030547861
http://dl-learner.org/carcinogenesis#d23_2_20,-742039771
"0.253"^^http://www.w3.org/2001/xmlschema#double,-1543755003
http://dl-learner.org/carcinogenesis#bond6800,-1195594504
http://dl-learner.org/carcinogenesis#d298_1,-1170009922
http://dl-learner.org/carcinogenesis#d173_50,-284335704
http://dl-learner.org/carcinogenesis#d125_8,142729067
http://dl-learner.org/carcinogenesis#d171_14,-347041993
http://dl-learner.org/carcinogenesis#bond262,769250838
http://dl-learner.org/carcinogenesis#d133_9,-1546445070
http://dl-learner.org/carcinogenesis#d21_16,-1841419936
http://dl-learner.org/carcinogenesis#d50_5,-1335754445
http://dl-learner.org/carcinogenesis#non_ar_6c_ring-778,-332744611
http://dl-learner.org/carcinogenesis#d215_11,-829654370
http://dl-learner.org/carcinogenesis#d187_19,758322849
http://dl-learner.org/carcinogenesis#d147_60,-872421615
http://dl-learner.org/carcinogenesis#d32a_19,-1340859602
http://dl-learner.org/carcinogenesis#bond5007,499109285
http://dl-learner.org/carcinogenesis#bond1010,-1361010910
http://dl-learner.org/carcinogenesis#bond7454,-749024271
http://dl-learner.org/carcinogenesis#bond4769,1146698079
http://dl-learner.org/carcinogenesis#ether-608,-1088027335
http://dl-learner.org/carcinogenesis#bond9108,2102586921
http://dl-learner.org/carcinogenesis#bond7746,-1065935340
http://dl-learner.org/carcinogenesis#bond9102,-365025785
http://dl-learner.org/carcinogenesis#d177_21,1987410550
http://dl-learner.org/carcinogenesis#d313_23,651734913
http://dl-learner.org/carcinogenesis#d24_4,1216057203
http://dl-learner.org/carcinogenesis#bond4550,1592807937
http://dl-learner.org/carcinogenesis#d111_10,772688425
http://dl-learner.org/carcinogenesis#d256_1,971863804
http://dl-learner.org/carcinogenesis#d100_9,-735238411
http://dl-learner.org/carcinogenesis#ether-1672,2012303248
http://dl-learner.org/carcinogenesis#bond2118,-380153242
http://dl-learner.org/carcinogenesis#d85_2_22,144305855
http://dl-learner.org/carcinogenesis#d221_1,511967657
http://dl-learner.org/carcinogenesis#d140_45,1689747618
http://dl-learner.org/carcinogenesis#d125_26,1484120538
http://dl-learner.org/carcinogenesis#non_ar_6c_ring-688,1687280693
http://dl-learner.org/carcinogenesis#d231_2,215312974
http://dl-learner.org/carcinogenesis#bond1515,-2136054225
"0.37"^^http://www.w3.org/2001/xmlschema#double,57883523
http://dl-learner.org/carcinogenesis#d214_25,1099092497
http://dl-learner.org/carcinogenesis#d304b_10,313958908
http://dl-learner.org/carcinogenesis#d183_48,-1403781651
http://dl-learner.org/carcinogenesis#d181_6,-1391300158
http://dl-learner.org/carcinogenesis#d241,-1335193458
http://dl-learner.org/carcinogenesis#alkyl_halide-218,1079096139
http://dl-learner.org/carcinogenesis#bond1218,1339316655
http://dl-learner.org/carcinogenesis#bond7575,1923670369
http://dl-learner.org/carcinogenesis#d314_17,1846177174
http://dl-learner.org/carcinogenesis#d54_18,-253145706
http://dl-learner.org/carcinogenesis#d86b_8,-1127254335
