Primary Vertex hash,Summarized Vertex hash
1375145716,-1448338004
1375145716,1647320880
1375145716,-1578215441
1375145716,1252444069
1375145716,-805578754
1375145716,487127822
1375145716,-880693879
1375145716,-1800414554
1375145716,-1994509548
1375145716,-1915019568
1375145716,-1907293862
1375145716,-651172317
1375145716,1050468748
1375145716,26536070
1375145716,-1017391543
1375145716,-411998621
1375145716,1265417336
1375145716,-1338036182
1375145716,933076618
1375145716,1481809995
1375145716,1296840528
1375145716,-1096076875
1375145716,-1725721284
1375145716,-875469069
1375145716,-1362348822
1375145716,157905486
1375145716,1282483545
1375145716,-1922590897
1375145716,-334292166
1375145716,-1044071697
1375145716,-1107613993
1375145716,-1035146653
1375145716,171780877
1375145716,1935243630
1375145716,-1546788106
1375145716,-1745089337
1375145716,-879244117
1375145716,1581359996
1375145716,-1908258692
1375145716,-1031115339
1375145716,1572315125
1375145716,-1413472638
1375145716,1679262036
1375145716,1311058
1375145716,-1406483104
1375145716,950945253
1375145716,2097124020
1375145716,-1620346330
1375145716,1578918226
1375145716,329282543
1375145716,735230850
1375145716,-1189430709
1375145716,875665509
1375145716,740943486
1375145716,-1541641141
1375145716,-803365558
1375145716,402075310
1375145716,942936686
1375145716,331834781
1375145716,1265238321
1375145716,476495933
1375145716,-2036265476
1375145716,77948155
1375145716,1516527163
1375145716,-205771300
1375145716,-129359832
1375145716,1798718292
1375145716,362366205
1375145716,-1844500888
1375145716,-162509767
1375145716,-1947856757
1375145716,-522705481
1375145716,-123710510
1375145716,-2117995342
1375145716,-1791013557
1375145716,-249670805
1375145716,77014241
1375145716,247754942
1375145716,476955415
1375145716,-592881195
1375145716,622937180
1375145716,-1332602861
1375145716,-42566414
1375145716,-1922840345
1375145716,-457975498
1375145716,459570412
1375145716,-1975202356
1375145716,-1487095595
1375145716,1713489323
1375145716,428342540
1375145716,-1411633839
1375145716,1461705105
1375145716,-1356293703
1375145716,-1671113481
1375145716,1244848545
1375145716,-1928321147
1375145716,-857403277
1375145716,-427817960
1375145716,2016330932
1375145716,-696702238
1375145716,1967699667
1375145716,99162997
1375145716,-59448344
1375145716,1908395297
1375145716,-991587001
1375145716,1771430966
1375145716,-1510014884
1375145716,731839549
1375145716,-169370045
1375145716,-1578380721
1375145716,-616887138
1375145716,-209091551
1375145716,-1992547692
1375145716,378583352
1375145716,-1952726736
1375145716,1975507985
1375145716,949847858
1375145716,1139349848
1375145716,1555431943
1375145716,-554041268
1375145716,1602112967
1375145716,-1202358804
1375145716,845584860
1375145716,-578500296
1375145716,936459372
1375145716,-1507546138
1375145716,339239420
1375145716,2070386593
1375145716,-1862433739
1375145716,1171166212
1375145716,500278298
1375145716,-1336874338
1375145716,26380354
1375145716,-611961514
1375145716,-1418839617
1375145716,-489889761
1375145716,102485960
1375145716,-183570472
1375145716,-426431421
1375145716,-783908198
1375145716,1048833887
1375145716,346087549
1375145716,83340586
1375145716,818690833
1375145716,1721939839
1375145716,-1865191117
1375145716,-2058117709
1375145716,-1335193458
1375145716,1353261900
1375145716,439468505
1375145716,-767651371
1375145716,-1243610099
1375145716,-118351331
1375145716,858097622
1375145716,593684369
1375145716,1152584256
1375145716,-471875797
1375145716,-2074808157
1375145716,-816335444
1375145716,-1218458972
1375145716,-876956091
1375145716,268055813
-656484903,-1252922397
-656484903,1400122271
-656484903,2006952225
-656484903,393889189
817780406,-835863060
817780406,-465104899
817780406,-1282657033
817780406,1016794821
1404497343,-97998420
1404497343,1191590202
-234644471,1308509374
-234644471,16060852
-234644471,1733759894
-234644471,1787825043
-234644471,2097275141
-234644471,1161600631
-234644471,540097082
-234644471,-1835828769
-234644471,-1204068745
-234644471,262327534
-234644471,-438619498
-234644471,329397548
-234644471,-100425588
-234644471,-1105259569
-234644471,-587351698
-234644471,-2033680869
-234644471,1126495795
-234644471,-1199681438
-234644471,-753880307
-234644471,520535000
-234644471,1022752298
-234644471,-2031655291
-234644471,765979267
-234644471,310885728
-234644471,-1447117291
-234644471,-49264386
-234644471,-228789396
-234644471,-1773508165
-234644471,-904186327
-234644471,1365864218
-234644471,-880000641
-234644471,1194069720
-234644471,-1165798601
-234644471,1337991735
-234644471,-502751116
-234644471,1745541045
556054056,1972769959
556054056,826967833
556054056,1642002890
556054056,765235673
556054056,1861573279
556054056,923620177
-1374411004,-1580054388
-1374411004,-512957661
-1805185289,1592064532
-1805185289,28184030
-1805185289,79303112
-1805185289,-878588075
-1805185289,-598861237
-1805185289,-732413567
-1805185289,1480185443
-1805185289,244527645
-109581725,1399046443
-109581725,-1513257754
-109581725,-1525490994
-109581725,-1359617397
-1442601066,1560949256
-1442601066,-1324425720
-1442601066,1860677103
-1442601066,-1783131715
-1442601066,-799202985
-1442601066,903151576
-1442601066,964644975
-1442601066,723740215
-1442601066,-1175999490
-1442601066,-158068081
-1442601066,-614127746
-1442601066,839953676
-1442601066,-160844940
-1442601066,1076931373
-1442601066,-1208135710
-1442601066,668593402
-1442601066,-1334375086
-1442601066,123784774
-1442601066,-421669131
-1442601066,622530098
-1442601066,-1616744051
-1442601066,-1065233488
-1442601066,1451817401
-1442601066,-114872559
-1442601066,1402694051
-1442601066,718446315
-1442601066,297275522
-1442601066,-393016403
-1442601066,450033811
-1442601066,2146145449
-1442601066,-276259130
-1442601066,-1712393799
-1442601066,553243310
-1442601066,-152148809
-1442601066,-2036358202
-1442601066,1475650990
-1442601066,859023464
-1442601066,-634272147
-1442601066,949838531
-1442601066,646111970
-1442601066,648683470
-1442601066,-893776417
-1442601066,1123592592
-1442601066,2099493967
-1442601066,623175497
-1442601066,-1996095381
-1442601066,-1084933574
-1442601066,-1969654039
-1442601066,1283651314
-1442601066,-2035162176
-1442601066,-1922708458
-1442601066,-1113042724
-1442601066,-382778535
-1442601066,2088860150
-1442601066,-257888807
-1442601066,-374448684
-1442601066,275436054
-1442601066,-817272120
-1442601066,1494656405
-1442601066,-212083233
-1442601066,1507738968
-1442601066,-1120299842
-1442601066,-610888161
-1442601066,1049443847
-1442601066,-1479128743
-1442601066,-20441768
-1442601066,965657630
-1442601066,-699205178
-1442601066,1267478809
-1442601066,-1076061622
-1442601066,-1295753384
-1442601066,70192818
-1442601066,418255177
-1442601066,1162198760
-1442601066,-1470088498
-1442601066,1211909011
-1442601066,-2141369107
-1442601066,-1373947221
-1442601066,560017104
-1442601066,-652761434
-1442601066,983559469
-1442601066,-301348422
-1442601066,1944012395
-1442601066,-1665247224
-1442601066,-875065247
-1442601066,1003050366
-1442601066,1075899288
-1442601066,1405682545
-1442601066,1732847603
-1442601066,-969273471
-1442601066,1740676733
-1442601066,1186863104
-1442601066,-84005567
-1442601066,-915364687
-1442601066,-205090545
-1442601066,-638731484
-1442601066,-696701517
-1442601066,576112537
-1442601066,-1337732206
-1442601066,315510808
-1442601066,-1605700708
-1442601066,1379300847
-1442601066,-1453449852
-1442601066,2000481246
-1442601066,1144195280
-1442601066,1310459128
-1442601066,-1704501886
-1442601066,-1149084828
-1442601066,515169619
-1442601066,1143038664
-1442601066,1438315856
-1442601066,-478763365
-1442601066,-723593421
-1442601066,1380531108
-1442601066,-2018242470
-1442601066,1217708667
-1442601066,1199280020
-1442601066,-887843610
-1442601066,1919905690
-1442601066,-1328491994
-1442601066,1741019961
-1442601066,-1624416048
-2053038794,-627035020
-2053038794,1473990064
-23035334,-163876660
-23035334,-1804848412
-23035334,1365862113
-23035334,-1101515259
-1351580437,-510438224
-1351580437,1209703311
-1351580437,-1737991392
-1351580437,-1537226411
-1351580437,-289228881
-1351580437,1853317736
1098374870,-1251740522
1098374870,-2056787186
1098374870,-178842706
1098374870,760929236
-871086544,-796290932
-871086544,203426854
-871086544,-1492293881
-871086544,-1524194006
-871086544,-2122169969
-871086544,-1512692284
-871086544,-889992480
-871086544,1473533888
-871086544,-1660871397
-871086544,-1222510789
-871086544,1574165964
-871086544,-1955067047
-871086544,451877582
-871086544,-1964766527
-871086544,-1504631178
-871086544,597205936
-871086544,-18891017
-871086544,1397068654
-871086544,-922351318
-871086544,725822318
-871086544,-635512275
-871086544,-594191200
-871086544,961149310
-871086544,-591602556
-871086544,-662939580
-871086544,697575852
-871086544,-1384272571
-871086544,-168233534
-871086544,-596829104
-871086544,1482217574
-871086544,-15483092
-871086544,-1103118848
-871086544,1077543034
-871086544,1264880421
-871086544,-1549327388
-871086544,681715943
-871086544,1228654967
-871086544,277385412
-871086544,809316465
-871086544,-2025076986
-871086544,-2032417137
-871086544,1876750218
-871086544,-1363562783
-871086544,-2020538423
-871086544,-1108165206
-871086544,1840049648
-871086544,1719133718
-871086544,-309334548
-871086544,1818209339
-871086544,1569152482
-871086544,-1712940658
-871086544,1792436924
-871086544,-1847062137
-871086544,2027403431
-871086544,-2064841573
-871086544,-617112753
-871086544,-2046589320
-871086544,-717630137
-871086544,-726510387
-871086544,850178606
-871086544,302535309
-871086544,1445664428
-871086544,1308200305
-871086544,1579900578
-871086544,-562274573
-871086544,-1337298727
-871086544,-1404785453
-871086544,-987347521
-871086544,387880836
-871086544,132499321
-871086544,192613339
-871086544,-1113441021
-871086544,118572976
-871086544,387831743
-871086544,-1029766596
-871086544,-1971189210
-871086544,1300335912
-871086544,473734284
-871086544,-145704991
-871086544,1993537126
-871086544,-33768124
-871086544,861844454
-871086544,217320524
-871086544,-781545008
-871086544,908064417
-871086544,443570894
-871086544,1430345214
-871086544,1588305515
-871086544,-54805383
-871086544,543596708
-871086544,225185188
-871086544,-1225181648
-871086544,-527032230
-871086544,1214105746
-871086544,-1181484736
-871086544,-1295044079
-871086544,-561389975
-871086544,1088847877
-871086544,1159300605
-871086544,-1649484478
-871086544,-1331253161
-871086544,1494456802
-871086544,-601645872
-871086544,1887645808
-871086544,1952674964
-871086544,1443387123
-871086544,541139130
-871086544,-68306160
-871086544,-1848864462
-871086544,-607479094
-871086544,-1067892391
-871086544,-2130820609
-871086544,-307467090
-871086544,-506814263
-871086544,-2097020410
-871086544,-1432654959
-871086544,-24707188
-871086544,-217927155
-871086544,-9961880
-871086544,-54624852
-871086544,-1022197248
-871086544,-2057042826
-871086544,-252792327
-871086544,-768584916
-871086544,-134252831
-871086544,-1811475176
-871086544,-1138852607
